isbn,title,author,year,publisher,coverMedium,avgRating,ratingCount
068485466X,The Noonday Demon: An Atlas of Depression,Andrew Solomon,2001,Scribner,http://images.amazon.com/images/P/068485466X.01.MZZZZZZZ.jpg,7.6,5
0380729792,Book,Whoopi Goldberg,1998,Avon,http://images.amazon.com/images/P/0380729792.01.MZZZZZZZ.jpg,7.6,5
0446677167,Stormy Weather,Carl Hiaasen,2001,Warner Books,http://images.amazon.com/images/P/0446677167.01.MZZZZZZZ.jpg,7.6,5
0525943013,The Burglar in the Library,Lawrence Block,1997,Penguin USA,http://images.amazon.com/images/P/0525943013.01.MZZZZZZZ.jpg,7.6,5
0312975376,Large Target : A Josephine Fuller Mystery (A Josephine Fuller Mystery),Lynne Murray,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312975376.01.MZZZZZZZ.jpg,7.6,5
0671511432,"The \LATE NIGHT WITH DAVID LETTERMAN\"" BOOK OF TOP TEN LISTS""",David Letterman,1994,Pocket,http://images.amazon.com/images/P/0671511432.01.MZZZZZZZ.jpg,7.6,5
055358135X,War of the Rats: A Novel,David L. Robbins,2000,Bantam Books,http://images.amazon.com/images/P/055358135X.01.MZZZZZZZ.jpg,7.6,5
0671640496,Strangers From The Sky (Star Trek),Margeret Wander Bonanno,1987,Star Trek,http://images.amazon.com/images/P/0671640496.01.MZZZZZZZ.jpg,7.6,5
8426449476,El Diaro De Bridget Jones,Helen Fielding,1996,Lumen Espana,http://images.amazon.com/images/P/8426449476.01.MZZZZZZZ.jpg,7.6,5
0451129504,Godplayer,Robin Cook,1984,Penguin Putnam~mass,http://images.amazon.com/images/P/0451129504.01.MZZZZZZZ.jpg,7.6,5
080505104X,The Church of Dead Girls: A Novel,Stephen Dobyns,1998,Henry Holt &amp; Company,http://images.amazon.com/images/P/080505104X.01.MZZZZZZZ.jpg,7.6,5
8421741012,LA Perla,John Steinbeck,1997,Luis de Caralt,http://images.amazon.com/images/P/8421741012.01.MZZZZZZZ.jpg,7.6,5
0142004227,Uniform Justice (Penguin Mysteries (Paperback)),Donna Leon,2004,Penguin Books,http://images.amazon.com/images/P/0142004227.01.MZZZZZZZ.jpg,7.6,5
2877304892,Je vous Ã?Â©cris,Inoue Hisashi,2000,Philippe Picquier,http://images.amazon.com/images/P/2877304892.01.MZZZZZZZ.jpg,7.6,5
8423333140,El Alquimista Impaciente,Lorenzo Silva,2001,"Editorial Planeta, S.A. (Barcelona)",http://images.amazon.com/images/P/8423333140.01.MZZZZZZZ.jpg,7.6,5
078686818X,Trading Up,Candace Bushnell,2003,Hyperion,http://images.amazon.com/images/P/078686818X.01.MZZZZZZZ.jpg,7.6,5
0786014474,Motion to Kill,Joel Goldman,2002,Pinnacle Books,http://images.amazon.com/images/P/0786014474.01.MZZZZZZZ.jpg,7.6,5
0515121940,Blood and Honor,W. E. B. Griffin,1997,Jove Books,http://images.amazon.com/images/P/0515121940.01.MZZZZZZZ.jpg,7.6,5
0552147435,Web Site Story,Robert Rankin,2001,Corgi Books,http://images.amazon.com/images/P/0552147435.01.MZZZZZZZ.jpg,7.6,5
0750915943,Mini Sagas,The Daily Telegraph Competition,1998,"Alan Sutton Publishing, Ltd.",http://images.amazon.com/images/P/0750915943.01.MZZZZZZZ.jpg,7.6,5
0345353730,Tunnel in the Sky,Robert A. Heinlein,1987,Del Rey,http://images.amazon.com/images/P/0345353730.01.MZZZZZZZ.jpg,7.6,5
0440223385,Life Penalty,Joy Fielding,1998,Dell Publishing Company,http://images.amazon.com/images/P/0440223385.01.MZZZZZZZ.jpg,7.6,5
0062511866,"The Goddess in the Bedroom : Passionate Woman's Guide to Celebrating Sexuality Every Night of the Week, A",Zsuzsanna E. Budapest,1995,HarperSanFrancisco,http://images.amazon.com/images/P/0062511866.01.MZZZZZZZ.jpg,7.6,5
0553095234,Black Holes and Baby Universes: And Other Essays,Stephen W. Hawking,1993,Bantam Books,http://images.amazon.com/images/P/0553095234.01.MZZZZZZZ.jpg,7.6,5
0446378445,In search of excellence: Lessons from America's best-run companies,Thomas J Peters,1984,Warner Books,http://images.amazon.com/images/P/0446378445.01.MZZZZZZZ.jpg,7.6,5
0679443673,Auden: Poems (Everyman's Library Pocket Poets),W. H. Auden,1995,Unknown Publisher - Being Researched,http://images.amazon.com/images/P/0679443673.01.MZZZZZZZ.jpg,7.6,5
0446609838,Stealing the Elf-King's Roses,Diane Duane,2002,Aspect,http://images.amazon.com/images/P/0446609838.01.MZZZZZZZ.jpg,7.6,5
0345426258,Hart's War,John Katzenbach,2000,Ballantine Books,http://images.amazon.com/images/P/0345426258.01.MZZZZZZZ.jpg,7.6,5
0821767860,Thoroughly Kissed,Kristine Grayson,2001,Zebra Books,http://images.amazon.com/images/P/0821767860.01.MZZZZZZZ.jpg,7.6,5
0192812173,Malory: Complete Works,"Thomas, Sir Malory",1977,Oxford University Press,http://images.amazon.com/images/P/0192812173.01.MZZZZZZZ.jpg,7.6,5
0821772414,Catch of the Day,Marcia Evanick,2002,Zebra Books,http://images.amazon.com/images/P/0821772414.01.MZZZZZZZ.jpg,7.6,5
0671019783,New Frontier (Star Trek New Frontier),Peter David,1998,Star Trek,http://images.amazon.com/images/P/0671019783.01.MZZZZZZZ.jpg,7.6,5
0449211096,Blue Highways,William Least Heat-Moon,1986,Fawcett Books,http://images.amazon.com/images/P/0449211096.01.MZZZZZZZ.jpg,7.6,5
0394730380,The Zen of Running,Fred Rohe,1975,Random House Inc,http://images.amazon.com/images/P/0394730380.01.MZZZZZZZ.jpg,7.6,5
0192862189,Gaia: A New Look at Life on Earth,James Lovelock,2000,Oxford University Press,http://images.amazon.com/images/P/0192862189.01.MZZZZZZZ.jpg,7.6,5
0399139311,Storming Heaven,Dale Brown,1994,Putnam Pub Group,http://images.amazon.com/images/P/0399139311.01.MZZZZZZZ.jpg,7.6,5
0671749897,"RED DEATH : Featuring an Original Easy Rawlins Short Story \Silver Lining\"" (Easy Rawlins Mysteries (Paperback))""",Walter Mosley,1992,Pocket,http://images.amazon.com/images/P/0671749897.01.MZZZZZZZ.jpg,7.6,5
0312989695,The Big Dig (Carlotta Carlyle),Linda Barnes,2003,St. Martin's Minotaur,http://images.amazon.com/images/P/0312989695.01.MZZZZZZZ.jpg,7.6,5
0345321065,The Garfield Treasury,Jim Davis,1982,Ballantine Books,http://images.amazon.com/images/P/0345321065.01.MZZZZZZZ.jpg,7.6,5
0060174722,Mars and Venus on a Date: A Guide for Navigating the 5 Stages of Dating to Create a Loving &amp; Lasting Relationship,John Gray,1997,HarperCollins Publishers,http://images.amazon.com/images/P/0060174722.01.MZZZZZZZ.jpg,7.6,5
342310841X,Ignaz oder Die VerschwÃ?Â¶rung der Idioten. Roman.,John Kennedy Toole,1988,Dtv,http://images.amazon.com/images/P/342310841X.01.MZZZZZZZ.jpg,7.6,5
0345260406,Lauren Bacall By Myself,Lauren Bacall,1979,Ballantine Books,http://images.amazon.com/images/P/0345260406.01.MZZZZZZZ.jpg,7.6,5
0373790457,"Seduced By The Enemy (Blaze, 41)",Jamie Denton,2002,Harlequin,http://images.amazon.com/images/P/0373790457.01.MZZZZZZZ.jpg,7.6,5
0394856392,The Berenstain Bears and the Messy Room (A First Time Book),Stan Berenstain,1983,Random House Children's Books,http://images.amazon.com/images/P/0394856392.01.MZZZZZZZ.jpg,7.6,5
042518546X,Open Season (Joe Pickett Novel),C. J. Box,2002,Berkley Publishing Group,http://images.amazon.com/images/P/042518546X.01.MZZZZZZZ.jpg,7.6,5
0671042386,"Requiem (Star Trek New Frontier: Excalibur, Book 1)",Peter David,2000,Star Trek,http://images.amazon.com/images/P/0671042386.01.MZZZZZZZ.jpg,7.6,5
0312263031,The Coming Storm,Paul Russell,2000,Stonewall Inn Editions,http://images.amazon.com/images/P/0312263031.01.MZZZZZZZ.jpg,7.6,5
055357759X,A Test of Wills (Inspector Ian Rutledge Mysteries (Paperback)),Charles Todd,1998,Bantam Doubleday Dell Publishing Group,http://images.amazon.com/images/P/055357759X.01.MZZZZZZZ.jpg,7.6,5
0192815989,Dracula (World's Classics),Bram Stoker,1984,Oxford University Press,http://images.amazon.com/images/P/0192815989.01.MZZZZZZZ.jpg,7.6,5
0849943787,Stranded In Paradise (Women of Faith Fiction),Lori Copeland,2002,WestBow Press,http://images.amazon.com/images/P/0849943787.01.MZZZZZZZ.jpg,7.6,5
0060264160,By the Shores of Silver Lake (Little House),Laura Ingalls Wilder,1953,HarperCollins,http://images.amazon.com/images/P/0060264160.01.MZZZZZZZ.jpg,7.6,5
0679722165,Video Night in Kathmandu : And Other Reports from the Not-So-Far East (Vintage Departures),PICO IYER,1989,Vintage,http://images.amazon.com/images/P/0679722165.01.MZZZZZZZ.jpg,7.6,5
0020427115,The White Mountains (Tripods (Library)),John Christopher,1988,Simon Pulse,http://images.amazon.com/images/P/0020427115.01.MZZZZZZZ.jpg,7.6,5
0061054232,Quarantine,Greg Egan,1995,Eos,http://images.amazon.com/images/P/0061054232.01.MZZZZZZZ.jpg,7.6,5
0380819546,Site Unseen : An Emma Fielding Mystery (Emma Fielding Mysteries),Dana Cameron,2002,Avon,http://images.amazon.com/images/P/0380819546.01.MZZZZZZZ.jpg,7.6,5
0394758374,Road Fever: A High-Speed Travelogue (Vintage Departures),Tim Cahill,1992,Vintage Books USA,http://images.amazon.com/images/P/0394758374.01.MZZZZZZZ.jpg,7.6,5
0684823829,PERELANDRA,C.S. Lewis,1996,Scribner,http://images.amazon.com/images/P/0684823829.01.MZZZZZZZ.jpg,7.6,5
0399103422,The Godfather,Mario Puzo,1969,Putnam Publishing Group,http://images.amazon.com/images/P/0399103422.01.MZZZZZZZ.jpg,7.6,5
0876451121,Mrs Caliban,Rachel Ingalls,1997,Harvard Common Press,http://images.amazon.com/images/P/0876451121.01.MZZZZZZZ.jpg,7.6,5
0886776856,The Silver Gryphon (Mage Wars),Mercedes Lackey,1997,Daw Books,http://images.amazon.com/images/P/0886776856.01.MZZZZZZZ.jpg,7.6,5
0679412247,Last Orders,Graham Swift,1996,Random House Inc,http://images.amazon.com/images/P/0679412247.01.MZZZZZZZ.jpg,7.6,5
0935696865,Dungeon of dread,Rose Estes,1982,TSR,http://images.amazon.com/images/P/0935696865.01.MZZZZZZZ.jpg,7.6,5
3453123271,Pyramiden / MacBest. Zwei Romane von der bizarren Scheibenwelt.,Terry Pratchett,1997,Heyne,http://images.amazon.com/images/P/3453123271.01.MZZZZZZZ.jpg,7.6,5
3442447100,Das groÃ?Â?e Anstarrmeisterschafts- Finale.,Paul Hatcher,2000,Goldmann,http://images.amazon.com/images/P/3442447100.01.MZZZZZZZ.jpg,7.6,5
3407785682,LÃ?Â¶cher. Die Geheimnisse von Green Lake. ( Ab 12 J.).,Louis Sachar,2003,Beltz,http://images.amazon.com/images/P/3407785682.01.MZZZZZZZ.jpg,7.6,5
0571143725,"New Selected Poems, 1966-1987",Seamus Heaney,1990,Faber &amp; Faber,http://images.amazon.com/images/P/0571143725.01.MZZZZZZZ.jpg,7.6,5
0440214041,The Pelican Brief,John Grisham,1993,Dell,http://images.amazon.com/images/P/0440214041.01.MZZZZZZZ.jpg,7.59,174
0316969443,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown",http://images.amazon.com/images/P/0316969443.01.MZZZZZZZ.jpg,7.59,79
0425158616,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425158616.01.MZZZZZZZ.jpg,7.59,63
0671004573,Before I Say Good-Bye,Mary Higgins Clark,2001,Pocket,http://images.amazon.com/images/P/0671004573.01.MZZZZZZZ.jpg,7.59,58
1573227331,About a Boy,Nick Hornby,1999,Riverhead Books,http://images.amazon.com/images/P/1573227331.01.MZZZZZZZ.jpg,7.59,54
0743457358,Everything's Eventual : 14 Dark Tales,Stephen King,2002,Pocket,http://images.amazon.com/images/P/0743457358.01.MZZZZZZZ.jpg,7.59,51
0375413634,The Emperor of Ocean Park (Today Show Book Club #1),Stephen L. Carter,2002,Alfred A. Knopf,http://images.amazon.com/images/P/0375413634.01.MZZZZZZZ.jpg,7.59,41
0385315236,The Horse Whisperer,Nicholas Evans,1995,Delacorte Press,http://images.amazon.com/images/P/0385315236.01.MZZZZZZZ.jpg,7.59,41
0345435249,Darwin's Radio,Greg Bear,2000,Ballantine Books,http://images.amazon.com/images/P/0345435249.01.MZZZZZZZ.jpg,7.59,34
0553265741,Sacred Sins,Nora Roberts,1990,Bantam Books,http://images.amazon.com/images/P/0553265741.01.MZZZZZZZ.jpg,7.59,34
0671759345,Ruby (Landry),V.C. Andrews,1994,Pocket,http://images.amazon.com/images/P/0671759345.01.MZZZZZZZ.jpg,7.59,29
0679457313,The God of Small Things,Arundhati Roy,1997,Random House Inc,http://images.amazon.com/images/P/0679457313.01.MZZZZZZZ.jpg,7.59,27
0440221315,The Gift,DANIELLE STEEL,1996,Dell,http://images.amazon.com/images/P/0440221315.01.MZZZZZZZ.jpg,7.59,27
0425188787,Hunting Season (Anna Pigeon Novels (Paperback)),Nevada Barr,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425188787.01.MZZZZZZZ.jpg,7.59,27
0060976241,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1994,Perennial,http://images.amazon.com/images/P/0060976241.01.MZZZZZZZ.jpg,7.59,27
067169071X,EVERYTHING SHE EVER WANTED,Ann Rule,1993,Pocket,http://images.amazon.com/images/P/067169071X.01.MZZZZZZZ.jpg,7.59,22
0446530387,Stone Kiss (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),Faye Kellerman,2002,Warner Books,http://images.amazon.com/images/P/0446530387.01.MZZZZZZZ.jpg,7.59,22
0671701231,The Anastasia Syndrome,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671701231.01.MZZZZZZZ.jpg,7.59,22
055357695X,Out of the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,Bantam Books,http://images.amazon.com/images/P/055357695X.01.MZZZZZZZ.jpg,7.59,22
0553578359,Chopping Spree,Diane Mott Davidson,2003,Bantam Books,http://images.amazon.com/images/P/0553578359.01.MZZZZZZZ.jpg,7.59,22
0061044431,The Salaryman's Wife (Children of Violence Series),Sujata Massey,2000,HarperTorch,http://images.amazon.com/images/P/0061044431.01.MZZZZZZZ.jpg,7.59,22
0451456521,Lady of Avalon,Marion Zimmer Bradley,1998,Roc,http://images.amazon.com/images/P/0451456521.01.MZZZZZZZ.jpg,7.59,22
0440208459,Burn Marks (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1991,Dell,http://images.amazon.com/images/P/0440208459.01.MZZZZZZZ.jpg,7.59,17
1882723007,Embraced by the Light,Betty J. Eadie,1992,Gold Leaf Press (MI),http://images.amazon.com/images/P/1882723007.01.MZZZZZZZ.jpg,7.59,17
0671657860,"Many Lives, Many Masters",Brian L. Weiss,1988,Fireside,http://images.amazon.com/images/P/0671657860.01.MZZZZZZZ.jpg,7.59,17
0843949945,Dark Guardian,Christine Feehan,2002,Leisure Books,http://images.amazon.com/images/P/0843949945.01.MZZZZZZZ.jpg,7.59,17
0446519723,Where the Heart Is: A Novel,Billie Letts,1995,Warner Books,http://images.amazon.com/images/P/0446519723.01.MZZZZZZZ.jpg,7.59,17
0696217120,Trading Spaces Behind the Scenes: Including Decorating Tips and Tricks,Brian Kramer,2003,Meredith Books,http://images.amazon.com/images/P/0696217120.01.MZZZZZZZ.jpg,7.59,17
0440235596,Tara Road,Maeve Binchy,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440235596.01.MZZZZZZZ.jpg,7.58,95
038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday,http://images.amazon.com/images/P/038550120X.01.MZZZZZZZ.jpg,7.58,81
0671014196,The Summerhouse,Jude Deveraux,2002,Pocket,http://images.amazon.com/images/P/0671014196.01.MZZZZZZZ.jpg,7.58,65
0375727132,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003,Vintage,http://images.amazon.com/images/P/0375727132.01.MZZZZZZZ.jpg,7.58,52
0446525537,A Walk to Remember,Nicholas Sparks,1999,Warner Books,http://images.amazon.com/images/P/0446525537.01.MZZZZZZZ.jpg,7.58,40
0440213290,The Copper Beech,Maeve Binchy,1993,Dell,http://images.amazon.com/images/P/0440213290.01.MZZZZZZZ.jpg,7.58,40
0679751602,Mama Makes Up Her Mind: And Other Dangers of Southern Living,Bailey White,1994,Vintage Books USA,http://images.amazon.com/images/P/0679751602.01.MZZZZZZZ.jpg,7.58,38
0553564528,Guilty as Sin,TAMI HOAG,1997,Bantam,http://images.amazon.com/images/P/0553564528.01.MZZZZZZZ.jpg,7.58,36
0345392825,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle),Mary Pipher,1995,Ballantine Books,http://images.amazon.com/images/P/0345392825.01.MZZZZZZZ.jpg,7.58,36
0345384350,Icebound,Dean R. Koontz,1995,Ballantine Books,http://images.amazon.com/images/P/0345384350.01.MZZZZZZZ.jpg,7.58,36
060980619X,God Save the Sweet Potato Queens,JILL CONNER BROWNE,2001,Three Rivers Press,http://images.amazon.com/images/P/060980619X.01.MZZZZZZZ.jpg,7.58,26
0525946233,The Darwin Awards II: Unnatural Selection,Wendy Northcutt,2001,Dutton Books,http://images.amazon.com/images/P/0525946233.01.MZZZZZZZ.jpg,7.58,26
042513699X,Turtle Moon,Alice Hoffman,1993,Berkley Publishing Group,http://images.amazon.com/images/P/042513699X.01.MZZZZZZZ.jpg,7.58,26
0553572040,Killer Pancake,Diane Mott Davidson,1996,Crimeline,http://images.amazon.com/images/P/0553572040.01.MZZZZZZZ.jpg,7.58,24
0425113884,Mortal Fear,Robin Cook,1989,Berkley Publishing Group,http://images.amazon.com/images/P/0425113884.01.MZZZZZZZ.jpg,7.58,24
0812533054,"Seventh Son (Tales of Alvin Maker, Book 1)",Orson Scott Card,1993,Tor Fantasy,http://images.amazon.com/images/P/0812533054.01.MZZZZZZZ.jpg,7.58,19
0345369335,The Renegades of Pern (Dragonriders of Pern (Paperback)),Anne McCaffrey,1990,Del Rey Books,http://images.amazon.com/images/P/0345369335.01.MZZZZZZZ.jpg,7.58,19
0373242328,"The Perfect Neighbor (The Macgregors) (The Macgregors : Special Edition Series, No 1232)",Nora Roberts,1999,Silhouette,http://images.amazon.com/images/P/0373242328.01.MZZZZZZZ.jpg,7.58,12
1551669307,A Gift To Last,Debbie Macomber,2002,Mira,http://images.amazon.com/images/P/1551669307.01.MZZZZZZZ.jpg,7.58,12
0399148728,Fire Ice: A Novel from the NUMA Files,Clive Cussler,2002,Putnam Publishing Group,http://images.amazon.com/images/P/0399148728.01.MZZZZZZZ.jpg,7.58,12
0140434186,Wuthering Heights (Penguin Classics),Emily Bronte,1996,Penguin Books,http://images.amazon.com/images/P/0140434186.01.MZZZZZZZ.jpg,7.58,12
0373250479,Slightly Settled (Red Dress Ink),Wendy Markham,2004,Red Dress Ink,http://images.amazon.com/images/P/0373250479.01.MZZZZZZZ.jpg,7.58,12
0812511751,The Elvenbane (Halfblood Chronicles),Andre Norton,1993,Tor Books,http://images.amazon.com/images/P/0812511751.01.MZZZZZZZ.jpg,7.58,12
042518045X,Unraveled Sleeve (Needlecraft Mysteries),Monica Ferris,2001,Berkley Publishing Group,http://images.amazon.com/images/P/042518045X.01.MZZZZZZZ.jpg,7.58,12
0671568841,All the Queen's Men,Linda Howard,2000,Pocket Star,http://images.amazon.com/images/P/0671568841.01.MZZZZZZZ.jpg,7.58,12
0812508645,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,1997,Tor Books,http://images.amazon.com/images/P/0812508645.01.MZZZZZZZ.jpg,7.58,12
1400060117,A Round-Heeled Woman : My Late-Life Adventures in Sex and Romance,JANE JUSKA,2003,Villard,http://images.amazon.com/images/P/1400060117.01.MZZZZZZZ.jpg,7.58,12
0142002798,"Mary, Called Magdalene",Margaret George,2003,Penguin Books,http://images.amazon.com/images/P/0142002798.01.MZZZZZZZ.jpg,7.58,12
0440216818,Daybreak,Belva Plain,1995,Dell Publishing Company,http://images.amazon.com/images/P/0440216818.01.MZZZZZZZ.jpg,7.58,12
0553578529,Into the Wilderness,Sara Donati,1999,Bantam Books,http://images.amazon.com/images/P/0553578529.01.MZZZZZZZ.jpg,7.58,12
0752853694,Unadulterated Cat,Terry Pratchett,2002,Orion,http://images.amazon.com/images/P/0752853694.01.MZZZZZZZ.jpg,7.58,12
067944999X,The Kiss,Kathryn Harrison,1997,Random House Inc,http://images.amazon.com/images/P/067944999X.01.MZZZZZZZ.jpg,7.58,12
0140055770,My Uncle Oswald,Roald Dahl,1990,Penguin Books,http://images.amazon.com/images/P/0140055770.01.MZZZZZZZ.jpg,7.58,12
0060560754,The Dim Sum of All Things,Kim Wong Keltner,2004,Avon Trade,http://images.amazon.com/images/P/0060560754.01.MZZZZZZZ.jpg,7.58,12
0451194004,Rosemary's Baby,Ira Levin,1997,Signet Book,http://images.amazon.com/images/P/0451194004.01.MZZZZZZZ.jpg,7.58,12
0515108030,Forgiving,LaVyrle Spencer,1996,Jove Books,http://images.amazon.com/images/P/0515108030.01.MZZZZZZZ.jpg,7.58,12
3257229909,Venezianische Scharade. Commissario Brunettis dritter Fall.,Donna Leon,1997,Diogenes Verlag,http://images.amazon.com/images/P/3257229909.01.MZZZZZZZ.jpg,7.58,12
0385333846,Slaughterhouse-Five,KURT VONNEGUT,1999,Delta,http://images.amazon.com/images/P/0385333846.01.MZZZZZZZ.jpg,7.58,12
0786867248,The Art of Deception,Ridley Pearson,2002,Hyperion Press,http://images.amazon.com/images/P/0786867248.01.MZZZZZZZ.jpg,7.58,12
1573221856,High Maintenance,Jennifer Belle,2001,Riverhead Hardcover,http://images.amazon.com/images/P/1573221856.01.MZZZZZZZ.jpg,7.58,12
067173783X,The Lion's Lady,Julie Garwood,1991,Pocket,http://images.amazon.com/images/P/067173783X.01.MZZZZZZZ.jpg,7.58,12
0821773682,Kentucky Heat,Fern Michaels,2002,Zebra Books,http://images.amazon.com/images/P/0821773682.01.MZZZZZZZ.jpg,7.58,12
0743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone,http://images.amazon.com/images/P/0743237188.01.MZZZZZZZ.jpg,7.57,127
0061015725,Prey,Michael Crichton,2003,Avon Books,http://images.amazon.com/images/P/0061015725.01.MZZZZZZZ.jpg,7.57,77
0553260111,The Bourne Identity,Robert Ludlum,1984,Bantam Books,http://images.amazon.com/images/P/0553260111.01.MZZZZZZZ.jpg,7.57,74
0425181111,Strangers,Dean R. Koontz,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425181111.01.MZZZZZZZ.jpg,7.57,28
0451180429,The Quiet Game,Greg Iles,2000,Signet Book,http://images.amazon.com/images/P/0451180429.01.MZZZZZZZ.jpg,7.57,28
0345446666,Death in Holy Orders : An Adam Dalgliesh Mystery,P.D. JAMES,2002,Fawcett,http://images.amazon.com/images/P/0345446666.01.MZZZZZZZ.jpg,7.57,28
0679459618,Dr. Death: A Novel,Jonathan Kellerman,2000,Random House Trade,http://images.amazon.com/images/P/0679459618.01.MZZZZZZZ.jpg,7.57,28
0061030635,Wild Justice,Phillip Margolin,2001,HarperTorch,http://images.amazon.com/images/P/0061030635.01.MZZZZZZZ.jpg,7.57,23
055356773X,The Cereal Murders,Diane Mott Davidson,1994,Crimeline,http://images.amazon.com/images/P/055356773X.01.MZZZZZZZ.jpg,7.57,23
3596259924,Die Unertragliche Leichtigkeit des Seins...The Unbearable Lightness of Being,Milan Kundera,1997,Distribooks Inc,http://images.amazon.com/images/P/3596259924.01.MZZZZZZZ.jpg,7.57,23
0886777844,Summon the Keeper,Tanya Huff,1998,Daw Books,http://images.amazon.com/images/P/0886777844.01.MZZZZZZZ.jpg,7.57,21
3423204206,Die falsche FÃ?Â¤hrte.,Henning Mankell,2001,Dtv,http://images.amazon.com/images/P/3423204206.01.MZZZZZZZ.jpg,7.57,21
0425145638,Fatal Cure,Robin Cook,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425145638.01.MZZZZZZZ.jpg,7.57,21
0553285920,Silent Partner (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1990,Bantam Books,http://images.amazon.com/images/P/0553285920.01.MZZZZZZZ.jpg,7.57,21
039914675X,The Cat Who Went up the Creek,Lilian Jackson Braun,2002,Putnam Adult,http://images.amazon.com/images/P/039914675X.01.MZZZZZZZ.jpg,7.57,21
0380816547,Island of the Sequined Love Nun,Christopher Moore,2000,Perennial,http://images.amazon.com/images/P/0380816547.01.MZZZZZZZ.jpg,7.57,21
0425097609,Whispers,Dean R. Koontz,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425097609.01.MZZZZZZZ.jpg,7.57,21
0679401032,Uh-Oh: Some Observations from Both Sides of the Refrigerator Door,Robert Fulghum,1991,Random House Inc,http://images.amazon.com/images/P/0679401032.01.MZZZZZZZ.jpg,7.57,14
0679417796,The Alienist,Caleb Carr,1994,Random House,http://images.amazon.com/images/P/0679417796.01.MZZZZZZZ.jpg,7.57,14
0875421849,Living Wicca: A Further Guide for the Solitary Practitioner (Llewellyn's Practical Magick),Scott Cunningham,1993,Llewellyn Publications,http://images.amazon.com/images/P/0875421849.01.MZZZZZZZ.jpg,7.57,14
0061009504,Shinju,Laura Joh Rowland,1996,HarperTorch,http://images.amazon.com/images/P/0061009504.01.MZZZZZZZ.jpg,7.57,14
0140440224,"The Canterbury Tales, in Modern English",Geoffrey Chaucer,2000,Penguin USA (Paper),http://images.amazon.com/images/P/0140440224.01.MZZZZZZZ.jpg,7.57,14
0446610232,The Ice Limit,D. Preston,2001,Warner Vision,http://images.amazon.com/images/P/0446610232.01.MZZZZZZZ.jpg,7.57,14
0446607339,Dead Even,Brad Meltzer,1999,Warner Vision,http://images.amazon.com/images/P/0446607339.01.MZZZZZZZ.jpg,7.57,14
0380732149,On the Occasion of My Last Afternoon,Kaye Gibbons,1999,Perennial,http://images.amazon.com/images/P/0380732149.01.MZZZZZZZ.jpg,7.57,14
0671010123,Final Jeopardy (Alexandra Cooper Mysteries (Paperback)),Linda Fairstein,1997,Pocket,http://images.amazon.com/images/P/0671010123.01.MZZZZZZZ.jpg,7.57,14
0786886994,Ice Bound : A Doctor's Incredible Battle for Survival at the  South Pole,Maryanne Vollers,2002,Miramax,http://images.amazon.com/images/P/0786886994.01.MZZZZZZZ.jpg,7.57,14
0425146812,Second Nature,Alice Hoffman,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425146812.01.MZZZZZZZ.jpg,7.57,14
0451197038,Manner of Death,Stephen White,2000,Signet Book,http://images.amazon.com/images/P/0451197038.01.MZZZZZZZ.jpg,7.57,14
0060959355,More Than You Know: A Novel,Beth Gutcheon,2001,Perennial,http://images.amazon.com/images/P/0060959355.01.MZZZZZZZ.jpg,7.57,14
0060013117,Night Watch,Terry Pratchett,2002,HarperCollins,http://images.amazon.com/images/P/0060013117.01.MZZZZZZZ.jpg,7.57,7
0062507249,Becoming a Man : Half a Life Story,Paul Monette,1993,HarperSanFrancisco,http://images.amazon.com/images/P/0062507249.01.MZZZZZZZ.jpg,7.57,7
0553581279,The Silver Metal Lover,Tanith Lee,1999,Spectra Books,http://images.amazon.com/images/P/0553581279.01.MZZZZZZZ.jpg,7.57,7
3499108518,Der Fanger Im Roggen,Jerome D. Salinger,1966,Rowohlt Tb.,http://images.amazon.com/images/P/3499108518.01.MZZZZZZZ.jpg,7.57,7
0553572490,Vice,Jane Feather,1996,Bantam,http://images.amazon.com/images/P/0553572490.01.MZZZZZZZ.jpg,7.57,7
